id_venta,fecha,producto,categoria,cantidad,precio_unitario,total_venta,metodo_pago,cliente_tipo,canal_venta,provincia,cluster
919,2024-08-31,Tabla de cortar,Cocina,5,13.66,68.3,Pago móvil,Nuevo,WhatsApp,Tungurahua,1
920,2024-06-02,Organizador de escritorio,Hogar,5,18.06,90.3,Pago móvil,Frecuente,Instagram,Chimborazo,0
921,2024-08-20,Porta vasos,Hogar,5,8.26,41.3,Transferencia,Nuevo,Instagram,Guayas,2
922,2024-05-17,Porta vasos,Hogar,4,7.92,31.68,Pago móvil,Nuevo,Instagram,Cotopaxi,2
923,2024-12-16,Porta vasos,Hogar,2,7.33,14.66,Tarjeta,Frecuente,Facebook Marketplace,Cotopaxi,2
924,2024-05-16,Tabla de cortar,Cocina,4,14.34,57.36,Tarjeta,Nuevo,WhatsApp,Azuay,1
925,2024-02-28,Decoración de pared,Decoración,2,14.72,29.44,Transferencia,Nuevo,Tienda física,Pichincha,1
926,2024-08-11,Bandeja de madera,Hogar,5,18.03,90.15,Pago móvil,Nuevo,Instagram,Pichincha,0
927,2024-05-22,Bandeja de madera,Hogar,3,13.77,41.31,Transferencia,Nuevo,Facebook Marketplace,Tungurahua,1
928,2024-06-09,Tabla de cortar,Cocina,1,16.6,16.6,Tarjeta,Nuevo,Facebook Marketplace,Cotopaxi,1
929,2024-07-22,Organizador de escritorio,Hogar,1,16.23,16.23,Transferencia,Nuevo,Tienda física,Guayas,1
930,2024-09-24,Organizador de escritorio,Hogar,1,14.5,14.5,Tarjeta,Frecuente,Tienda física,Pichincha,1
931,2024-06-17,Decoración de pared,Decoración,3,12.45,37.35,Pago móvil,Nuevo,Facebook Marketplace,Pichincha,1
932,2024-05-20,Cuchara de madera,Cocina,2,3.53,7.06,Pago móvil,Frecuente,WhatsApp,Guayas,2
933,2024-12-24,Tabla de cortar,Cocina,3,12.9,38.7,Efectivo,Frecuente,Facebook Marketplace,Chimborazo,1
934,2024-03-15,Organizador de escritorio,Hogar,3,11.71,35.13,Tarjeta,Frecuente,WhatsApp,Cotopaxi,1
935,2024-01-18,Tabla de cortar,Cocina,5,14.45,72.25,Efectivo,Nuevo,WhatsApp,Guayas,1
936,2024-12-16,Porta vasos,Hogar,3,8.78,26.34,Efectivo,Nuevo,Facebook Marketplace,Chimborazo,2
937,2024-05-10,Tabla de cortar,Cocina,4,17.1,68.4,Tarjeta,Nuevo,Instagram,Cotopaxi,1
938,2024-08-12,Cuchara de madera,Cocina,2,7.3,14.6,Tarjeta,Frecuente,Tienda física,Cotopaxi,2
939,2024-08-29,Tabla de cortar,Cocina,4,16.23,64.92,Pago móvil,Frecuente,Facebook Marketplace,Tungurahua,1
940,2024-02-03,Cuchara de madera,Cocina,5,6.49,32.45,Tarjeta,Frecuente,WhatsApp,Chimborazo,2
941,2024-11-24,Organizador de escritorio,Hogar,1,9.3,9.3,Transferencia,Frecuente,Instagram,Tungurahua,2
942,2024-06-09,Porta vasos,Hogar,3,7.8,23.4,Efectivo,Nuevo,Instagram,Pichincha,2
943,2024-10-31,Decoración de pared,Decoración,2,24.27,48.54,Pago móvil,Frecuente,Facebook Marketplace,Chimborazo,0
944,2024-12-17,Organizador de escritorio,Hogar,2,10.47,20.94,Tarjeta,Frecuente,Instagram,Tungurahua,1
945,2024-07-12,Porta vasos,Hogar,4,9.31,37.24,Transferencia,Nuevo,Tienda física,Guayas,2
946,2024-02-15,Organizador de escritorio,Hogar,2,15.73,31.46,Pago móvil,Nuevo,WhatsApp,Azuay,1
947,2024-08-07,Cuchara de madera,Cocina,5,3.25,16.25,Tarjeta,Nuevo,Tienda física,Cotopaxi,2
948,2024-01-08,Cuchara de madera,Cocina,1,7.74,7.74,Pago móvil,Frecuente,Facebook Marketplace,Tungurahua,2
949,2024-05-16,Cuchara de madera,Cocina,2,6.57,13.14,Tarjeta,Frecuente,Facebook Marketplace,Pichincha,2
950,2024-04-20,Porta vasos,Hogar,5,13.71,68.55,Tarjeta,Nuevo,Facebook Marketplace,Pichincha,1
951,2024-05-28,Porta vasos,Hogar,1,13.13,13.13,Tarjeta,Nuevo,Facebook Marketplace,Pichincha,1
952,2024-02-13,Bandeja de madera,Hogar,4,19.58,78.32,Efectivo,Frecuente,Instagram,Cotopaxi,0
953,2024-12-31,Organizador de escritorio,Hogar,2,13.37,26.74,Pago móvil,Frecuente,WhatsApp,Tungurahua,1
954,2024-06-19,Tabla de cortar,Cocina,1,13.57,13.57,Transferencia,Frecuente,WhatsApp,Guayas,1
955,2024-12-29,Organizador de escritorio,Hogar,5,19.64,98.2,Efectivo,Nuevo,WhatsApp,Guayas,0
956,2024-12-09,Decoración de pared,Decoración,4,17.62,70.48,Tarjeta,Nuevo,Tienda física,Guayas,0
957,2024-09-09,Cuchara de madera,Cocina,5,4.3,21.5,Tarjeta,Frecuente,Instagram,Tungurahua,2
958,2024-03-13,Bandeja de madera,Hogar,4,21.23,84.92,Tarjeta,Nuevo,WhatsApp,Tungurahua,0
959,2024-07-03,Cuchara de madera,Cocina,3,5.5,16.5,Pago móvil,Frecuente,WhatsApp,Guayas,2
960,2024-03-25,Bandeja de madera,Hogar,4,18.72,74.88,Tarjeta,Frecuente,Instagram,Guayas,0
961,2024-01-28,Organizador de escritorio,Hogar,4,16.0,64.0,Transferencia,Nuevo,Tienda física,Pichincha,1
962,2024-03-24,Cuchara de madera,Cocina,3,3.18,9.54,Pago móvil,Frecuente,Tienda física,Chimborazo,2
963,2024-09-05,Tabla de cortar,Cocina,5,12.42,62.1,Pago móvil,Frecuente,Tienda física,Azuay,1
964,2024-04-14,Cuchara de madera,Cocina,1,3.62,3.62,Tarjeta,Nuevo,Instagram,Azuay,2
965,2024-12-05,Decoración de pared,Decoración,5,26.45,132.25,Transferencia,Nuevo,Instagram,Chimborazo,0
966,2024-12-12,Tabla de cortar,Cocina,4,10.46,41.84,Efectivo,Frecuente,Tienda física,Cotopaxi,1
967,2024-07-20,Organizador de escritorio,Hogar,1,19.79,19.79,Tarjeta,Nuevo,WhatsApp,Pichincha,0
968,2024-08-20,Tabla de cortar,Cocina,4,8.81,35.24,Tarjeta,Nuevo,WhatsApp,Tungurahua,2
969,2024-06-15,Organizador de escritorio,Hogar,4,15.85,63.4,Transferencia,Nuevo,Tienda física,Azuay,1
970,2024-02-06,Bandeja de madera,Hogar,1,16.2,16.2,Pago móvil,Nuevo,Facebook Marketplace,Cotopaxi,1
971,2024-02-15,Cuchara de madera,Cocina,4,4.2,16.8,Efectivo,Nuevo,Instagram,Chimborazo,2
972,2024-03-02,Porta vasos,Hogar,2,8.56,17.12,Tarjeta,Frecuente,Facebook Marketplace,Azuay,2
973,2024-03-08,Bandeja de madera,Hogar,5,23.75,118.75,Tarjeta,Nuevo,WhatsApp,Guayas,0
974,2024-08-31,Cuchara de madera,Cocina,4,5.45,21.8,Tarjeta,Frecuente,Tienda física,Chimborazo,2
975,2024-11-18,Bandeja de madera,Hogar,4,19.98,79.92,Pago móvil,Nuevo,Tienda física,Guayas,0
976,2024-11-27,Bandeja de madera,Hogar,2,24.65,49.3,Transferencia,Frecuente,Tienda física,Cotopaxi,0
977,2024-06-02,Porta vasos,Hogar,4,9.94,39.76,Transferencia,Nuevo,WhatsApp,Pichincha,2
978,2024-01-25,Decoración de pared,Decoración,5,18.55,92.75,Efectivo,Nuevo,Tienda física,Guayas,0
979,2024-12-04,Porta vasos,Hogar,4,9.72,38.88,Tarjeta,Frecuente,WhatsApp,Guayas,2
980,2024-02-28,Tabla de cortar,Cocina,1,15.69,15.69,Pago móvil,Nuevo,Instagram,Chimborazo,1
981,2024-06-09,Tabla de cortar,Cocina,3,8.83,26.49,Pago móvil,Frecuente,WhatsApp,Cotopaxi,2
982,2024-11-05,Cuchara de madera,Cocina,1,4.06,4.06,Tarjeta,Nuevo,Facebook Marketplace,Guayas,2
983,2024-01-07,Tabla de cortar,Cocina,1,8.06,8.06,Transferencia,Frecuente,Facebook Marketplace,Azuay,2
984,2024-09-06,Porta vasos,Hogar,5,13.82,69.1,Tarjeta,Frecuente,Facebook Marketplace,Cotopaxi,1
985,2024-04-07,Tabla de cortar,Cocina,1,9.25,9.25,Efectivo,Nuevo,Instagram,Tungurahua,2
986,2024-11-28,Cuchara de madera,Cocina,2,5.41,10.82,Transferencia,Frecuente,Instagram,Tungurahua,2
987,2024-08-30,Bandeja de madera,Hogar,2,22.01,44.02,Pago móvil,Nuevo,Tienda física,Pichincha,0
988,2024-09-05,Cuchara de madera,Cocina,4,6.69,26.76,Pago móvil,Nuevo,Facebook Marketplace,Guayas,2
989,2024-07-19,Cuchara de madera,Cocina,5,4.01,20.05,Efectivo,Frecuente,Tienda física,Tungurahua,2
990,2024-07-31,Organizador de escritorio,Hogar,4,18.32,73.28,Pago móvil,Frecuente,Tienda física,Chimborazo,0
991,2024-11-09,Porta vasos,Hogar,5,10.37,51.85,Pago móvil,Nuevo,Tienda física,Guayas,1
992,2024-10-10,Tabla de cortar,Cocina,3,12.22,36.66,Efectivo,Frecuente,Facebook Marketplace,Chimborazo,1
993,2024-08-17,Tabla de cortar,Cocina,3,12.95,38.85,Pago móvil,Nuevo,Instagram,Cotopaxi,1
994,2024-08-12,Organizador de escritorio,Hogar,3,11.11,33.33,Transferencia,Nuevo,WhatsApp,Guayas,1
995,2024-05-30,Organizador de escritorio,Hogar,2,16.23,32.46,Pago móvil,Frecuente,WhatsApp,Chimborazo,1
996,2024-12-19,Cuchara de madera,Cocina,3,6.11,18.33,Efectivo,Frecuente,Instagram,Pichincha,2
997,2024-02-21,Cuchara de madera,Cocina,4,3.78,15.12,Pago móvil,Frecuente,WhatsApp,Pichincha,2
998,2024-07-02,Cuchara de madera,Cocina,1,5.78,5.78,Tarjeta,Frecuente,Instagram,Pichincha,2
999,2024-06-21,Decoración de pared,Decoración,1,10.64,10.64,Pago móvil,Nuevo,Instagram,Tungurahua,1
1000,2024-06-23,Decoración de pared,Decoración,3,14.48,43.44,Tarjeta,Nuevo,WhatsApp,Pichincha,1
